Unnamed: 0,Inhibitor,Metal,Alloy,Temperature_K,pH,Salt_Concentrat_M,Efficiency,Cost/100 gm,Cost,Toxicity,Source,cluster_label
4,"1H-Imidazo[4,5]pyrazine-2-thiol",Al,AA2024,298,4,0.1,50,502056,https://store.apolloscientific.co.uk/product/1h-imidazo45-bpyridine-2-thiol,"skin,eye and respiratory irritation",https://store.apolloscientific.co.uk/product/1h-imidazo45-bpyridine-2-thiol,1
5,2-Mercapto-5-methylbenzimidazole,Al,AA2024,298,4,0.1,80,"8,458.20",https://www.sigmaaldrich.com/IN/en/product/aldrich/263575?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=Cj0KCQjwwYSwBhDcARIsAOyL0fgJKoOLPeW0y2O4rARmA7OAQhk79XthY5VseB5lymXQniKtk3uyAooaAudHEALw_wcB,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/2-Mercapto-5-methylbenzimidazole#section=Safety-and-Hazards,1
10,Thiosalicylic acid / 2-Sulfanylbenzoic acid / 2-Mercaptobenzoic acid,Al,AA2024,298,7,0.1,88,250,https://m.indiamart.com/proddetail/thiosalicylic-acid-21198326930.html,skin and eye irritation,https://sdfine.com/coa/56472MSDS.pdf,1
12,2-Mercaptonicotinic acid,Al,AA2024,298,7,0.1,83,8762.25,https://www.chemicalbook.com/ChemicalProductProperty_EN_CB4378840.htm,skin and eye irritation,https://pubchem.ncbi.nlm.nih.gov/compound/2-Mercaptonicotinic-acid,1
13,2-Mercaptopyrimidine,Al,AA2024,298,7,0.1,89,71373,https://www.sigmaaldrich.com/IN/en/product/aldrich/129623?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=Cj0KCQjwwYSwBhDcARIsAOyL0fiC75hLao6x1gJXkt9HVWr-KA2jDwBpDkzGVYLsbbljJZuhJ6llyrUaAqihEALw_wcB,"skin and eye irritation, and may cause respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/2-Mercaptopyrimidine,1
18,"3-Amino-1,2,4-triazole",Al,AA2024,298,4,0.1,70,7958.7,https://www.sigmaaldrich.com/IN/en/product/sigma/a8056?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=Cj0KCQjwwYSwBhDcARIsAOyL0fhhOzpl0qxEPkwhlpGrWnOl1RTA0-egMgA3imSKsca_wz4QQzgE_fkaAjfQEALw_wcB,"toxic to aquatic life ,long lasting effects ,disorders in developement of embryo",https://www.sigmaaldrich.com/IN/en/sds/sigma/a8056,1
28,4-Mercaptobenzoic acid,Al,AA2024,298,7,0.1,97,689000,https://www.sigmaaldrich.com/IN/en/product/aldrich/706329?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=Cj0KCQjwwYSwBhDcARIsAOyL0fhZH6xaeZtOqQi3SLfFU68g365mAiyxJ1OxaGZif_Xv5R8sZiALQHgaAmeeEALw_wcB,"skin and eye irritation, and may cause respiratory irritation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7747936/,1
30,"4,5-Diaminopyrimidine",Al,AA2024,298,4,0.1,50,1750470,https://www.sigmaaldrich.com/IN/en/product/aldrich/d24501?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=Cj0KCQjwwYSwBhDcARIsAOyL0fhGD-rBUpdVtHLjXVwyfNf61qXY1WuHEokvFgnzU6H-lYef8dAEmMcaAnNjEALw_wcB,"skin,eye irritation ,fatal if inhaled and toxic contact with skin",https://www.fishersci.dk/shop/products/4-5-diaminopyrimidine-97-thermo-scientific/10366354,1
31,"4,6-Diamino-2-mercaptopyrimidine",Al,AA2024,298,10,0.1,60,296.4,https://m.indiamart.com/proddetail/4-6-diamino-2-mercaptopyrimidine-cas-1004-39-3-2852538268333.html,"skin ,eye irritation and digestive and respiratory tract irritation",https://fscimage.fishersci.com/msds/94034.htm,1
43,6-Amino-2-mercaptobenzothiazole,Al,AA2024,298,7,0.1,89,178800,https://www.tcichemicals.com/IN/en/p/A0682,skin and eye irritant that can also cause specific target organ toxicity,https://www.echemi.com/sds/6-amino-2-mercaptobenzothiazole-pid_Rock21413.html,1
44,6-Mercaptonicotinic acid,Al,AA2024,298,4,0.1,60,55587.35,"https://www.chemicalbook.com/ChemicalProductProperty_EN_CB5753165.htm#:~:text=6%2DMercaptonicotinic%20acid%20price%20More%20Price(6)%20;%20Z1904%2C,$87%2C%20Buy%20;%20MT%2D16607%2C%200.5g%2C%20$298%2C%20Buy.",skin irritation and serious eye irritation,https://www.chemicalbook.com/msds/6-mercaptonicotinic-acid.pdf,1
45,6-Mercaptonicotinic acid,Al,AA2024,298,10,0.1,50,55587.35,"https://www.chemicalbook.com/ChemicalProductProperty_EN_CB5753165.htm#:~:text=6%2DMercaptonicotinic%20acid%20price%20More%20Price(6)%20;%20Z1904%2C,$87%2C%20Buy%20;%20MT%2D16607%2C%200.5g%2C%20$298%2C%20Buy.",skin irritation and serious eye irritation,https://www.chemicalbook.com/msds/6-mercaptonicotinic-acid.pdf,1
46,6-Mercaptonicotinic acid,Al,AA2024,298,7,0.1,94,55587.35,"https://www.chemicalbook.com/ChemicalProductProperty_EN_CB5753165.htm#:~:text=6%2DMercaptonicotinic%20acid%20price%20More%20Price(6)%20;%20Z1904%2C,$87%2C%20Buy%20;%20MT%2D16607%2C%200.5g%2C%20$298%2C%20Buy.",skin irritation and serious eye irritation,https://www.chemicalbook.com/msds/6-mercaptonicotinic-acid.pdf,1
55,Dimethylglyoxime,Al,AA2024,298,4,0.1,50,2741.7,https://www.sigmaaldrich.com/IN/en/product/sial/162574,toxic swallowed and flammable solid,https://pubchem.ncbi.nlm.nih.gov/compound/Dimethylglyoxime#section=Safety-and-Hazards,1
56,Dimethylglyoxime,Al,AA2024,298,10,0.1,50,2741.7,https://www.sigmaaldrich.com/IN/en/product/sial/162574,toxic swallowed and flammable solid,https://pubchem.ncbi.nlm.nih.gov/compound/Dimethylglyoxime#section=Safety-and-Hazards,1
61,Picolinic acid,Al,AA2024,298,7,0.1,58,4051.5,https://www.sigmaaldrich.com/IN/en/product/aldrich/p42800,"very hazardous if inhaled and contact with eyes ,skin",https://hmdb.ca/system/metabolites/msds/000/001/826/original/HMDB02243.pdf?1358895317,1
76,Sodium sulfite,Al,AA2024,298,7,0.6,63.5,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
77,Sodium sulfite,Al,AA2024,298,7,0.6,82.6,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
78,Sodium sulfite,Al,AA2024,298,7,0.6,98.5,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
79,Sodium sulfite,Al,AA2024,298,7,0.6,98.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
80,Sodium sulfite,Al,AA2024,308,7,0.6,61,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
81,Sodium sulfite,Al,AA2024,308,7,0.6,80,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
82,Sodium sulfite,Al,AA2024,308,7,0.6,95.5,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
83,Sodium sulfite,Al,AA2024,308,7,0.6,96,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
84,Sodium sulfite,Al,AA2024,318,7,0.6,58.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
85,Sodium sulfite,Al,AA2024,318,7,0.6,77,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
86,Sodium sulfite,Al,AA2024,318,7,0.6,92.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
87,Sodium sulfite,Al,AA2024,318,7,0.6,94,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
88,Sodium sulfite,Al,AA2024,328,7,0.6,55.1,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
89,Sodium sulfite,Al,AA2024,328,7,0.6,74.3,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
90,Sodium sulfite,Al,AA2024,328,7,0.6,87.8,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
91,Sodium sulfite,Al,AA2024,328,7,0.6,91.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
160,Cerium(III) sulfate,Al,AA2024,298,7,0.01,94.3,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
161,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.6,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
162,Cerium(III) sulfate,Al,AA2024,298,7,0.01,91.5,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
163,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
164,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.3,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
165,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.4,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
166,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.9,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
167,Cerium(III) chloride,Al,AA2024,298,7,0.01,77.1,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
168,Cerium(III) chloride,Al,AA2024,298,7,0.01,80.5,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
169,Cerium(III) chloride,Al,AA2024,298,7,0.01,82.3,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
170,Cerium(III) chloride,Al,AA2024,298,7,0.01,87.9,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
171,Cerium(III) chloride,Al,AA2024,298,7,0.01,89.1,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
172,Cerium(III) chloride,Al,AA2024,298,7,0.01,93.6,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
173,Cerium(III) chloride,Al,AA2024,298,7,0.01,95.9,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
181,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,78.3,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774213,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
182,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,84.3,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774214,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
183,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,91,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774215,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
184,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,94.2,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774216,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
185,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,95.7,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774217,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
186,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,96.2,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774218,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
187,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,97.3,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774219,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
188,Cerium(III) sulfate,Al,AA2024,298,7,0.01,75.1,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
189,Cerium(III) sulfate,Al,AA2024,298,7,0.01,86,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
190,Cerium(III) sulfate,Al,AA2024,298,7,0.01,89.1,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
191,Cerium(III) sulfate,Al,AA2024,298,7,0.01,91.7,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
192,Cerium(III) sulfate,Al,AA2024,298,7,0.01,92.3,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
193,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.3,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
194,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.8,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
195,Cerium(III) chloride,Al,AA2024,298,7,0.01,78.8,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
196,Cerium(III) chloride,Al,AA2024,298,7,0.01,81,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
197,Cerium(III) chloride,Al,AA2024,298,7,0.01,84,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
198,Cerium(III) chloride,Al,AA2024,298,7,0.01,87.3,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
199,Cerium(III) chloride,Al,AA2024,298,7,0.01,88.8,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
200,Cerium(III) chloride,Al,AA2024,298,7,0.01,90.7,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
201,Cerium (III) chloride,Al,AA2024,293,7,0.01,83.2,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
202,Cerium (III) chloride,Al,AA2024,293,7,0.01,87.48,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
203,Cerium (III) chloride,Al,AA2024,293,7,0.01,89.79,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
204,Cerium (III) chloride,Al,AA2024,313,7,0.01,70.62,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
205,Cerium (III) chloride,Al,AA2024,313,7,0.01,85.3,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
206,Cerium (III) chloride,Al,AA2024,333,7,0.01,66.66,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1